Age,Sex,Height_cm,Weight_kg,BMI,BodyFat_PC,LeanMass_kg,ActivityLevel_1to5,Calorie_Maintenance
59,M,155,71,29.6,20.7,56.3,3,2152
53,F,165,105,38.6,24.9,78.9,1,1986
58,M,191,65,17.8,28.5,46.5,5,2961
44,M,171,84,28.7,30.2,58.6,4,2921
63,M,163,64,24.1,20.7,50.7,2,1854
19,F,175,61,19.9,37.2,38.3,2,1990
42,F,165,91,33.4,21,71.9,5,2983
26,F,164,53,19.7,20.2,42.3,2,1738
44,F,163,81,30.5,19.7,65.1,3,2244
18,F,178,64,20.2,23.1,49.2,4,2590
40,F,171,58,19.8,26.1,42.9,2,1770
27,F,184,63,18.6,33.2,42.1,5,2819
59,M,173,36,12,17.7,29.6,3,1784
42,M,185,54,15.8,15.6,45.6,3,2311
20,M,176,72,23.2,23.1,55.3,3,2673
23,F,167,66,23.7,18.5,53.8,1,1713
23,F,168,55,19.5,13,47.8,4,2283
19,M,188,92,26,31.6,62.9,3,3107
35,M,183,55,16.4,31.4,37.7,1,1828
40,F,185,91,26.6,10.2,81.7,4,2941
19,F,159,72,28.5,20.9,56.9,4,2514
29,F,151,66,28.9,26.6,48.4,2,1784
39,F,161,71,27.4,37.4,44.5,2,1870
54,F,171,74,25.3,21.5,58.1,3,2135
37,F,163,55,20.7,28.9,39.1,1,1467
56,F,170,56,19.4,19,45.3,4,2038
41,F,165,66,24.2,25.6,49.1,5,2517
37,M,152,76,32.9,29.2,53.8,3,2371
18,F,174,79,26.1,24.8,59.4,3,2521
18,F,170,88,30.4,22.2,68.5,4,2917
34,F,183,51,15.2,29.7,35.8,2,1818
18,M,171,75,25.6,32.9,50.3,3,2687
62,M,177,69,22,23.2,53,1,1789
47,F,161,62,23.9,30.3,43.2,4,2122
58,M,173,100,33.4,17.5,82.5,4,3098
64,M,178,76,24,18.8,61.7,1,1869
20,M,175,91,29.7,34.5,59.6,4,3292
63,F,167,19,6.8,8,17.5,2,1041
28,F,173,85,28.4,20.1,67.9,5,3097
41,F,176,78,25.2,23.7,59.5,5,2876
39,F,182,80,24.2,12.7,69.8,4,2728
61,F,164,65,24.2,30.6,45.1,4,2085
62,F,158,101,40.5,21.6,79.2,2,2098
43,F,161,67,25.8,27.7,48.4,2,1787
30,M,171,69,23.6,34.1,45.5,2,2218
18,F,170,55,19,31.8,37.5,2,1872
41,F,176,69,22.3,19.2,55.7,3,2207
27,F,178,67,21.1,12.9,58.4,4,2564
52,F,151,86,37.7,18.8,69.9,3,2143
41,F,165,79,29,23.3,60.6,3,2255
45,F,172,87,29.4,8,80,1,1870
53,F,181,68,20.8,34.7,44.4,5,2631
33,F,169,64,22.4,23,49.3,3,2123
57,M,183,83,24.8,20.1,66.3,4,2921
33,M,175,72,23.5,8,66.2,5,3142
34,F,173,34,11.4,22.1,26.5,4,1880
32,F,168,63,22.3,22.8,48.7,3,2106
33,M,169,37,13,15.3,31.3,4,2184
32,F,173,57,19,24.4,43.1,3,2061
51,F,168,85,30.1,21,67.2,4,2559
28,M,181,64,19.5,9.2,58.1,3,2536
18,F,178,65,20.5,27.5,47.1,2,2078
32,F,181,67,20.5,41.8,39,2,2035
43,F,159,70,27.7,36.3,44.6,3,2042
21,M,159,64,25.3,25.9,47.4,4,2645
60,M,174,97,32,24.2,73.5,3,2731
22,F,169,44,15.4,9.9,39.6,3,1899
52,M,172,73,24.7,24,55.5,2,2131
30,M,158,78,31.2,19.7,62.7,1,1947
27,M,155,56,23.3,8,51.5,3,2168
28,F,172,79,26.7,19,64,3,2424
35,M,162,59,22.5,17.4,48.7,5,2721
51,M,177,77,24.6,9.6,69.6,3,2520
56,M,163,51,19.2,21.2,40.2,3,1943
58,F,161,71,27.4,10.2,63.8,2,1739
59,M,147,103,47.7,25.2,77,1,1990
40,M,182,56,16.9,26.5,41.2,4,2591
24,F,176,63,20.3,8,58,4,2499
56,M,155,94,39.1,18.7,76.4,4,2818
20,M,150,88,39.1,18.3,71.9,3,2669
29,M,164,96,35.7,20.1,76.7,4,3182
24,F,179,64,20,8,58.9,2,2031
43,F,164,75,27.9,25.1,56.2,2,1923
50,M,167,76,27.3,34.2,50,5,2961
54,M,179,58,18.1,34.1,38.2,4,2473
32,M,160,53,20.7,29.3,37.5,2,1890
19,M,163,51,19.2,8,46.9,3,2230
58,M,172,62,21,17,51.5,3,2185
24,M,167,50,17.9,26,37,1,1714
49,F,161,59,22.8,25.7,43.8,5,2261
21,M,177,54,17.2,31.3,37.1,1,1855
37,M,175,77,25.1,19.9,61.7,4,2904
53,M,178,75,23.7,12.2,65.8,5,3044
49,F,168,61,21.6,26.2,45,4,2163
45,M,152,64,27.7,18.2,52.4,5,2603
30,F,170,78,27,33.2,52.1,1,1837
18,M,158,64,25.6,27.4,46.5,2,2120
52,M,149,61,27.5,19,49.4,3,1993
47,M,167,50,17.9,23.3,38.3,4,2266
53,M,171,89,30.4,30.9,61.5,3,2633
42,M,185,45,13.1,26.2,33.2,4,2417
33,M,157,65,26.4,23.1,50,1,1765
36,F,176,56,18.1,24,42.6,4,2275
18,M,154,72,30.4,19.6,57.9,4,2755
22,M,182,63,19,25.3,47.1,4,2867
39,M,162,71,27.1,22.2,55.3,4,2643
41,F,166,57,20.7,13.7,49.2,2,1707
60,M,166,63,22.9,25.4,47,1,1647
62,F,177,49,15.6,26.4,36.1,4,1941
54,M,155,54,22.5,30.1,37.8,5,2363
53,M,168,63,22.3,9.3,57.1,3,2201
53,F,163,72,27.1,24.1,54.6,3,2034
21,F,191,67,18.4,18.9,54.3,4,2756
53,M,159,90,35.6,26.6,66.1,3,2532
35,F,144,47,22.7,12.1,41.3,2,1421
33,F,186,66,19.1,32.4,44.6,2,2057
58,M,174,35,11.6,13.4,30.3,1,1383
35,M,162,67,25.5,18,55,3,2344
39,M,169,59,20.7,43.7,33.2,1,1747
19,F,161,62,23.9,22.7,47.9,4,2363
38,M,150,59,26.2,30.7,40.9,5,2550
53,M,168,76,26.9,24,57.8,3,2402
61,F,168,74,26.2,32.1,50.2,1,1588
56,F,173,51,17,28.4,36.5,3,1782
64,M,160,66,25.8,15.6,55.7,3,2084
56,F,162,47,17.9,8,43.2,1,1249
46,F,166,44,16,11.8,38.8,3,1684
43,F,160,76,29.7,18,62.4,2,1903
38,M,181,52,15.9,26.5,38.2,4,2529
34,M,178,60,18.9,30,42,3,2398
33,M,164,73,27.1,21.6,57.2,3,2472
48,F,175,69,22.5,23.3,52.9,5,2627
26,M,157,91,36.9,8,83.7,3,2737
48,M,165,51,18.7,19.7,40.9,4,2253
31,F,184,88,26,21.2,69.3,2,2356
54,F,176,78,25.2,25.6,58,3,2245
19,M,172,81,27.4,19.4,65.3,1,2154
63,F,166,64,23.2,18,52.5,3,1862
31,M,169,55,19.3,37.1,34.6,4,2512
50,M,155,71,29.6,11,63.2,4,2473
52,M,166,55,20,32.9,36.9,5,2531
56,F,173,55,18.4,27,40.2,4,2053
64,F,169,72,25.2,21,56.9,2,1780
37,M,169,85,29.8,39.6,51.3,2,2373
19,M,163,45,16.9,21.5,35.3,2,1895
58,M,160,89,34.8,15.1,75.5,3,2487
36,M,160,51,19.9,23.7,38.9,2,1835
54,F,167,65,23.3,29,46.1,3,1957
35,M,177,65,20.7,26.4,47.8,4,2736
33,M,161,62,23.9,17.7,51,4,2529
21,F,170,66,22.8,27.3,48,2,2002
29,M,170,72,24.9,8.3,66.1,2,2258
46,M,179,89,27.8,32.9,59.7,4,3076
24,M,170,66,22.8,28.4,47.3,5,3054
31,M,155,56,23.3,8,51.5,2,1895
29,M,191,53,14.5,16.1,44.4,5,3009
52,F,179,74,23.1,32,50.3,3,2228
22,F,174,82,27.1,20.2,65.5,5,3109
34,F,164,60,22.3,21.7,47,4,2232
59,F,166,83,30.1,33.2,55.4,5,2681
49,M,155,102,42.5,17.3,84.4,3,2710
27,F,166,89,32.3,8,81.9,2,2243
60,F,171,59,20.2,33.1,39.5,1,1437
34,F,169,85,29.8,18.5,69.3,3,2441
22,F,187,83,23.7,21.8,64.9,1,2073
62,F,176,70,22.6,20.4,55.7,2,1827
59,F,179,83,25.9,18.1,68,2,2052
26,F,175,81,26.4,15.1,68.8,3,2499
50,F,171,88,30.1,20.6,69.9,3,2383
53,M,174,78,25.8,14.4,66.8,5,3054
53,F,150,81,36,33,54.3,5,2510
35,M,167,54,19.4,31.7,36.9,5,2686
26,F,156,69,28.4,26.4,50.8,4,2370
46,F,158,58,23.2,26.2,42.8,5,2235
31,F,181,87,26.6,8.4,79.7,4,2907
42,M,159,49,19.4,31,33.8,5,2429
32,M,156,37,15.2,18.4,30.2,1,1428
23,F,173,48,16,32.8,32.3,5,2441
59,M,169,66,23.1,35.6,42.5,2,1961
46,F,174,39,12.9,20.1,31.2,3,1684
32,M,187,41,11.7,8,37.7,3,2206
46,M,175,79,25.8,23.9,60.2,3,2571
21,M,154,49,20.7,12.7,42.8,4,2333
35,F,179,85,26.5,17.2,70.4,3,2530
61,M,167,50,17.9,20.3,39.8,3,1927
56,M,171,37,12.7,29.6,26.1,3,1803
33,F,153,54,23.1,25.6,40.2,1,1404
28,M,175,50,16.3,34.3,32.8,3,2261
31,F,156,50,20.5,15.6,42.2,3,1796
20,F,175,68,22.2,31,46.9,3,2344
59,M,162,72,27.4,28.2,51.7,1,1731
55,F,177,90,28.7,27.4,65.4,3,2433
62,M,157,64,26,30.9,44.2,4,2270
59,M,154,74,31.2,28.6,52.8,2,1942
35,F,164,50,18.6,9.1,45.5,3,1842
37,M,172,56,18.9,17.4,46.3,1,1746
42,M,158,89,35.7,29.8,62.5,3,2592
55,F,172,91,30.8,25.9,67.5,2,2129
30,F,178,93,29.4,30.3,64.8,4,2986
21,M,156,68,27.9,23.6,51.9,1,1866
31,F,172,50,16.9,17.8,41.1,5,2392
50,F,175,58,18.9,15.4,49,3,1957
45,F,168,65,23,8.8,59.3,3,2036
54,F,169,61,21.4,26.2,45,4,2130
25,M,155,71,29.6,10.4,63.6,2,2143
61,M,174,81,26.8,22,63.2,2,2196
51,F,170,54,18.7,21.1,42.6,4,2046
61,M,171,98,33.5,30.9,67.7,5,3322
22,F,190,71,19.7,40.3,42.4,4,2805
22,F,167,90,32.3,18.9,73,1,2007
48,M,173,76,25.4,26.2,56.1,3,2489
62,M,182,102,30.8,22,79.6,3,2871
26,M,169,52,18.2,14.8,44.3,4,2503
59,M,162,62,23.6,31.5,42.5,2,1845
49,F,173,62,20.7,25.2,46.4,5,2460
50,F,163,72,27.1,26.7,52.8,2,1825
20,M,181,71,21.7,29.2,50.3,2,2401
47,F,175,75,24.5,29.2,53.1,2,1990
29,M,161,72,27.8,20.7,57.1,1,1903
46,M,157,78,31.6,30.4,54.3,2,2112
20,M,171,62,21.2,20.7,49.2,1,1912
43,F,172,77,26,12.4,67.5,4,2534
47,F,157,112,45.4,26,82.9,4,2941
26,M,177,70,22.3,32.8,47,4,2900
43,M,176,48,15.5,16.7,40,1,1644
19,M,173,60,20,9.4,54.4,2,2187
20,M,177,63,20.1,23,48.5,1,1969
63,F,160,56,21.9,13.6,48.4,3,1680
21,F,160,71,27.7,17.5,58.6,5,2743
42,M,167,81,29,22.8,62.6,3,2555
30,M,163,50,18.8,8,46,4,2369
56,F,175,44,14.4,18.3,35.9,5,2076
61,M,178,107,33.8,18.9,86.7,2,2588
52,F,162,55,21,36.8,34.8,1,1369
40,F,161,91,35.1,20.7,72.1,4,2682
26,M,178,81,25.6,39.1,49.4,3,2786
19,F,160,60,23.4,31.9,40.9,2,1848
58,F,167,58,20.8,25.6,43.2,2,1612
61,F,159,60,23.7,24.9,45.1,1,1353
48,F,164,63,23.4,24.6,47.5,4,2163
61,M,154,79,33.3,23.1,60.8,2,1997
64,F,182,49,14.8,10.2,44,1,1375
19,F,180,89,27.5,24.8,66.9,4,3034
49,F,161,60,23.1,22.8,46.3,3,1860
35,M,174,48,15.9,23.7,36.6,4,2410
30,M,155,72,30,35.9,46.1,5,2933
63,M,176,106,34.2,20.3,84.4,2,2543
22,F,161,57,22,13.5,49.3,1,1566
59,M,182,71,21.4,17.5,58.6,2,2141
61,M,175,72,23.5,28.7,51.3,1,1816
27,M,166,98,35.6,24.3,74.2,1,2265
60,F,165,55,20.2,22.4,42.7,4,1932
42,M,171,84,28.7,11,74.7,5,3237
51,M,160,48,18.7,31.6,32.8,3,1906
54,M,181,73,22.3,17.1,60.5,4,2753
47,F,173,81,27.1,24.9,60.8,4,2579
24,F,179,85,26.5,21.2,67,1,2025
23,M,145,49,23.3,9.3,44.4,1,1543
20,M,170,39,13.5,25,29.3,3,2104
30,M,172,67,22.6,12.4,58.7,1,1920
20,F,169,61,21.4,24.7,45.9,4,2424
43,F,170,48,16.6,17.8,39.5,3,1808
41,M,166,50,18.1,20.5,39.8,1,1605
23,F,192,62,16.8,27.7,44.8,3,2393
60,M,172,95,32.1,11.9,83.7,3,2681
59,F,171,51,17.4,45,28,2,1543
29,M,179,83,25.9,15.2,70.4,4,3120
53,F,164,47,17.5,27.6,34,2,1469
19,M,157,58,23.5,29.2,41.1,2,2022
28,F,179,47,14.7,34.2,30.9,3,1996
56,M,166,102,37,16.7,85,4,3074
51,M,183,84,25.1,16,70.5,2,2383
43,M,182,80,24.2,30.8,55.4,1,2073
35,M,146,79,37.1,26.4,58.2,2,2107
38,F,170,57,19.7,26.5,41.9,2,1762
53,M,180,70,21.6,33.2,46.8,5,2973
57,F,152,54,23.4,22.8,41.7,4,1800
63,F,173,110,36.8,23.4,84.2,3,2643
61,M,176,53,17.1,32.6,35.7,4,2294
39,M,169,57,20,23.4,43.7,3,2226
47,M,169,94,32.9,13.9,80.9,4,3046
60,M,181,68,20.8,14.8,57.9,2,2084
47,F,155,79,32.9,19.9,63.3,3,2112
25,F,178,68,21.5,24.9,51.1,3,2335
51,F,174,59,19.5,29.7,41.5,3,1955
64,F,183,59,17.6,41.2,34.7,4,2160
26,M,160,82,32,20,65.6,5,3220
37,F,184,73,21.6,10.8,65.1,3,2377
57,M,156,88,36.2,9.2,79.9,1,1890
42,M,166,87,31.6,20.3,69.4,3,2638
36,F,158,78,31.2,21.9,60.9,3,2211
22,F,177,85,27.1,26.9,62.1,2,2317
28,F,162,78,29.7,41.6,45.6,2,2050
32,F,181,75,22.9,26.9,54.8,3,2418
25,F,153,65,27.8,22.7,50.3,4,2277
36,F,165,44,16.2,30,30.8,4,1949
40,M,187,60,17.2,9.3,54.4,4,2714
44,M,162,91,34.7,24,69.2,1,2049
57,M,180,74,22.8,9,67.4,2,2179
49,F,176,63,20.3,33.3,42,1,1588
43,M,156,88,36.2,11.2,78.1,4,2837
44,M,172,63,21.3,30,44.1,2,2048
36,M,185,80,23.4,28.5,57.2,1,2137
59,M,165,89,32.7,33.8,58.9,1,1957
46,M,163,79,29.7,14.6,67.4,1,1900
56,M,173,85,28.4,21.5,66.7,2,2277
58,F,167,77,27.6,29.9,54,4,2350
50,F,155,41,17.1,24.8,30.8,2,1330
36,F,167,89,31.9,25.9,65.9,2,2190
54,M,165,82,30.1,27.9,59.1,4,2736
36,F,168,65,23,19.3,52.4,3,2106
50,F,145,61,29,14.3,52.3,3,1713
64,M,173,71,23.7,15.7,59.9,1,1771
33,F,153,52,22.2,21.3,40.9,1,1380
40,M,177,84,26.8,16,70.5,4,3020
24,F,180,67,20.7,19.7,53.8,2,2081
43,M,150,56,24.9,21.8,43.8,1,1545
49,M,182,79,23.8,34.1,52,3,2615
29,F,168,77,27.3,13.2,66.8,1,1816
25,M,180,82,25.3,15.9,68.9,4,3148
22,F,179,50,15.6,21.7,39.2,1,1617
59,M,155,81,33.7,13.8,69.9,1,1786
45,F,161,96,37,8,88.3,3,2449
22,F,186,69,19.9,17.1,57.2,3,2451
43,M,157,68,27.6,19.9,54.5,4,2503
22,F,173,49,16.4,23.5,37.5,1,1560
39,F,162,71,27.1,14.3,60.9,2,1878
32,F,160,54,21.1,35.4,34.9,2,1676
30,M,169,87,30.5,28.2,62.5,4,3072
45,M,191,106,29.1,13.1,92.1,2,2796
50,F,177,106,33.8,17.1,87.9,3,2720
60,F,159,57,22.5,16.5,47.6,3,1709
40,M,171,58,19.8,13.4,50.2,3,2253
50,M,151,79,34.6,31.2,54.4,2,2047
60,F,147,66,30.5,13.5,57.1,2,1536
35,M,171,70,23.9,22.8,54,1,1918
47,M,177,106,33.8,17.8,87.1,2,2662
43,F,185,53,15.5,20.4,42.2,2,1801
33,M,173,73,24.4,30.2,50.9,5,3137
30,M,170,75,26,24.5,56.6,5,3168
56,M,166,85,30.8,24.9,63.8,2,2217
50,F,175,57,18.6,24.5,43,1,1503
43,M,157,92,37.3,25.9,68.2,2,2325
18,F,163,73,27.5,13.6,63.1,4,2583
55,M,158,57,22.8,16.6,47.6,4,2220
19,M,164,67,24.9,25,50.3,3,2487
23,F,162,85,32.4,16.2,71.2,3,2459
63,F,162,101,38.5,19.2,81.6,3,2397
55,F,163,64,24.1,24.2,48.5,2,1681
59,F,172,101,34.1,30.8,69.9,1,1954
41,M,182,88,26.6,28.8,62.6,3,2817
35,F,172,62,21,34.8,40.4,4,2344
44,F,164,79,29.4,23.2,60.7,4,2473
58,F,174,83,27.4,22.9,64,5,2786
25,M,171,66,22.6,16.7,55,4,2775
45,M,171,60,20.5,26.4,44.1,2,1992
27,F,169,67,23.5,32,45.5,1,1716
34,F,187,64,18.3,17.5,52.8,3,2290
46,F,170,74,25.6,25.6,55.1,2,1940
23,F,164,102,37.9,31,70.4,4,3051
31,M,162,76,29,15.3,64.4,1,1947
39,F,179,97,30.3,26.4,71.4,5,3292
23,M,158,78,31.2,26.8,57.1,5,3149
43,F,183,113,33.7,8,104,1,2277
56,F,150,57,25.3,17.7,46.9,3,1653
29,M,182,39,11.8,13.1,33.9,4,2393
52,F,177,74,23.6,17.9,60.8,2,1959
31,F,165,75,27.5,18.7,61,3,2271
39,F,162,93,35.4,21.7,72.8,4,2736
40,F,182,98,29.6,29.3,69.3,2,2415
24,M,187,46,13.2,31.8,31.4,1,1816
57,F,163,67,25.2,23.4,51.3,3,1926
42,F,175,72,23.5,32.4,48.7,3,2236
30,M,179,52,16.2,28.6,37.1,3,2315
38,F,176,67,21.6,21.3,52.7,2,1951
58,M,170,86,29.8,33.7,57,3,2538
27,F,166,87,31.6,22.5,67.4,3,2497
26,F,172,75,25.4,24,57,3,2377
32,F,149,95,42.8,14.3,81.5,4,2691
19,M,183,75,22.4,24.9,56.3,2,2480
42,M,152,89,38.5,25.4,66.4,2,2248
30,F,161,57,22,28.9,40.5,3,1961
51,M,166,58,21,20.2,46.3,5,2598
51,F,160,101,39.5,16.2,84.7,2,2191
52,M,158,62,24.8,25.3,46.3,3,2096
55,F,184,85,25.1,27.9,61.3,2,2150
20,M,187,62,17.7,19.3,50,3,2625
59,F,185,75,21.9,15.3,63.5,2,1994
23,M,178,67,21.1,18.7,54.5,3,2592
36,M,194,80,21.3,34.7,52.2,1,2205
20,M,167,80,28.7,14.2,68.6,2,2404
35,M,166,60,21.8,14,51.6,2,2017
56,F,170,81,28,36.9,51.1,4,2469
26,F,184,52,15.4,20.7,41.2,1,1654
29,M,175,95,31,12.2,83.4,2,2617
22,F,187,75,21.4,10.7,67,3,2554
20,M,170,24,8.3,26.6,17.6,1,1449
28,F,155,50,20.8,24.7,37.7,1,1401
47,M,163,80,30.1,26.7,58.7,3,2462
21,F,180,84,25.9,15.1,71.3,3,2633
22,F,165,64,23.5,12.5,56,1,1680
18,M,170,72,24.9,26.3,53.1,1,2037
44,M,172,80,27,13.6,69.1,2,2282
45,M,188,89,25.2,20.7,70.6,5,3505
46,M,178,83,26.2,14.9,70.6,3,2662
35,M,176,61,19.7,35.2,39.5,4,2656
29,F,171,90,30.8,29.4,63.6,4,2868
30,M,161,37,14.3,43.1,21.1,5,2339
58,F,172,65,22,27.1,47.4,5,2420
19,M,191,79,21.7,24.5,59.6,1,2272
54,F,175,51,16.7,27.4,37,1,1407
62,F,164,70,26,9.4,63.4,3,1943
33,M,165,78,28.7,8,71.8,2,2270
41,M,184,58,17.1,27.7,41.9,3,2371
52,F,164,72,26.8,17.4,59.5,1,1588
39,F,167,51,18.3,22,39.8,5,2275
53,M,158,85,34,9,77.4,4,2721
28,F,167,78,28,17.9,64.1,3,2360
63,F,174,81,26.8,19.1,65.5,3,2203
46,F,167,68,24.4,29.4,48,3,2065
52,F,170,45,15.6,23.1,34.6,3,1691
32,F,158,68,27.2,11,60.5,3,2087
48,F,164,95,35.3,17.8,78.1,3,2439
59,M,191,85,23.3,30.9,58.8,3,2718
58,M,168,96,34,18.4,78.3,4,2975
60,M,173,70,23.4,29.2,49.6,3,2303
33,M,161,59,22.8,17.6,48.6,2,1974
27,F,170,78,27,24.7,58.8,3,2397
49,M,167,67,24,22.5,51.9,1,1768
19,F,181,61,18.6,21.1,48.1,3,2302
41,F,180,43,13.3,11.5,38.1,4,2051
40,M,181,75,22.9,9.1,68.2,1,2023
19,M,170,84,29.1,23.9,63.9,2,2492
55,F,190,52,14.4,22.3,40.4,4,2193
48,M,178,92,29,17.7,75.7,3,2786
57,M,155,73,30.4,15,62,3,2199
43,F,185,71,20.7,32.7,47.8,2,2049
46,F,169,51,17.9,29.9,35.7,3,1821
20,F,181,77,23.5,28,55.5,4,2829
31,F,159,52,20.6,34.9,33.9,4,2066
42,F,169,55,19.3,13.2,47.7,5,2346
18,F,177,44,14,24.2,33.3,4,2234
20,M,172,110,37.2,10.9,98,1,2496
43,M,168,69,24.4,18.8,56,2,2103
35,M,145,60,28.5,19.5,48.3,4,2305
26,F,162,69,26.3,16.6,57.6,3,2187
55,F,160,62,24.2,21.7,48.6,3,1835
40,M,151,67,29.4,39.2,40.7,4,2447
38,M,162,75,28.6,24.1,56.9,4,2721
18,M,188,63,17.8,29.8,44.2,4,2967
38,F,181,71,21.7,22.8,54.8,2,2049
44,M,161,104,40.1,8.6,95.1,2,2517
59,M,164,42,15.6,17,34.9,2,1588
23,M,164,52,19.3,17.7,42.8,4,2475
61,F,177,77,24.6,21.7,60.3,2,1939
53,M,174,90,29.7,26.8,65.8,1,2073
45,M,162,114,43.4,28.9,81.1,4,3333
62,F,164,76,28.3,24.8,57.2,1,1576
34,F,180,51,15.7,30.5,35.5,5,2477
57,F,185,92,26.9,16.8,76.6,4,2812
20,F,161,71,27.4,26.5,52.2,5,2764
29,F,168,71,25.2,26,52.5,4,2508
56,M,171,40,13.7,29.2,28.3,1,1432
29,M,168,87,30.8,16.1,73,3,2759
19,F,181,56,17.1,36.7,35.4,5,2726
63,F,168,78,27.6,15.7,65.8,1,1624
39,F,189,71,19.9,18.3,58,2,2110
40,F,182,72,21.7,28,51.9,3,2319
47,M,163,70,26.3,9.4,63.4,3,2307
22,M,170,58,20.1,14.5,49.6,5,2921
26,F,160,57,22.3,22.7,44.1,2,1758
38,F,166,84,30.5,8,77.3,2,2098
28,F,178,69,21.8,15.6,58.2,3,2327
22,F,172,60,20.3,22.7,46.4,2,1930
52,M,191,62,17,15.4,52.4,3,2416
44,F,157,80,32.5,36.3,51,5,2660
19,F,169,59,20.7,27.8,42.6,3,2154
41,M,164,93,34.6,25.6,69.2,3,2720
48,F,166,67,24.3,23.1,51.5,3,2025
50,M,170,64,22.1,28.1,46,5,2769
56,F,163,79,29.7,22.5,61.3,3,2120
47,F,179,65,20.3,14.1,55.9,1,1647
63,M,187,75,21.4,24.7,56.4,5,3056
54,F,146,69,32.4,16.3,57.8,3,1815
45,M,183,43,12.8,25.4,32.1,2,1861
48,M,195,53,13.9,24.4,40.1,2,2081
28,M,171,74,25.3,16.9,61.5,1,2008
40,F,163,63,23.7,38.5,38.8,5,2446
19,F,164,100,37.2,32.2,67.8,1,2122
57,M,166,58,21,21.6,45.5,4,2307
58,F,174,50,16.5,26.1,37,2,1562
44,F,165,70,25.7,24.7,52.7,1,1620
52,F,169,73,25.6,17.7,60.1,3,2116
19,M,160,83,32.4,26.6,60.9,1,2088
56,M,165,32,11.8,20.4,25.5,4,1856
54,F,165,92,33.8,10.8,82.1,3,2356
38,M,169,50,17.5,17.9,41,3,2125
22,F,155,86,35.8,18,70.6,4,2687
62,F,166,99,35.9,8,91.1,3,2412
38,F,167,81,29,32.7,54.5,3,2329
46,M,171,52,17.8,17.8,42.7,4,2352
37,M,183,67,20,19,54.3,4,2818
55,F,168,81,28.7,40,48.6,3,2207
37,M,157,70,28.4,14.2,60.1,4,2589
42,F,171,54,18.5,21.2,42.5,2,1701
19,M,162,71,27.1,9.3,64.4,1,1959
49,M,162,62,23.6,16.9,51.5,3,2158
43,M,167,79,28.3,17.8,64.9,2,2232
23,F,164,54,20.1,31,37.3,1,1546
58,F,159,40,15.8,15.3,33.9,2,1296
20,F,165,54,19.8,28.8,38.4,4,2260
50,M,174,44,14.5,43.6,24.8,4,2212
18,F,170,60,20.8,36,38.4,5,2681
22,F,160,80,31.2,8,73.6,3,2369
30,F,161,64,24.7,26,47.4,3,2069
36,F,171,69,23.6,34.6,45.1,2,1949
29,M,160,54,21.1,15.4,45.7,4,2415
42,M,161,70,27,21.3,55.1,3,2326
52,F,164,55,20.4,19.5,44.3,4,1990
29,M,160,52,20.3,29.6,36.6,4,2380
47,M,171,66,22.6,18.2,54,2,2060
22,M,166,59,21.4,37.3,37,2,2093
51,M,184,27,8,31.8,18.4,5,2223
39,M,158,68,27.2,9.5,61.6,2,2031
56,F,181,55,16.8,9.6,49.7,4,2139
30,M,172,54,18.3,23.7,41.2,2,2021
64,F,184,90,26.6,20.3,71.7,4,2706
20,F,183,82,24.5,21.4,64.5,2,2341
37,F,165,75,27.5,17.4,61.9,4,2475
48,M,155,70,29.1,13.5,60.6,5,2724
22,M,168,79,28,22.2,61.4,4,2992
41,M,150,64,28.4,25.8,47.5,2,1894
57,M,176,71,22.9,30.3,49.5,3,2371
50,F,171,63,21.5,31.6,43.1,3,1996
25,F,164,71,26.4,22.3,55.1,2,1992
41,F,165,74,27.2,24.9,55.6,2,1932
37,M,159,73,28.9,8.6,66.7,4,2662
33,F,169,64,22.4,27.7,46.2,5,2603
29,F,160,80,31.2,32.7,53.8,2,2054
30,F,169,66,23.1,27.2,48,1,1686
62,M,173,66,22.1,21.6,51.7,5,2728
59,F,176,42,13.6,14.3,36,2,1463
56,F,174,57,18.8,14.4,48.8,4,2098
42,M,167,82,29.4,20.5,65.2,2,2280
63,F,174,81,26.8,25.7,60.2,5,2700
49,M,171,69,23.6,8,63.5,3,2354
41,F,171,61,20.9,11.4,54,3,2034
64,M,159,72,28.5,29.5,50.7,2,1923
61,M,157,34,13.8,35.8,21.8,2,1404
26,M,172,72,24.3,20.6,57.2,4,2880
57,F,174,51,16.8,27.2,37.1,1,1381
40,F,163,68,25.6,21.1,53.7,2,1839
30,M,181,73,22.3,23,56.2,2,2359
49,M,192,64,17.4,13.2,55.5,1,1920
32,M,187,81,23.2,26.5,59.6,3,2826
53,M,167,60,21.5,16.1,50.4,5,2629
22,M,165,59,21.7,24,44.9,1,1819
39,M,177,79,25.2,28,56.9,4,2943
33,M,176,64,20.7,27,46.7,2,2172
58,M,158,90,36.1,15.5,76,5,3044
27,M,167,70,25.1,24.2,53.1,3,2501
41,M,176,78,25.2,17.4,64.4,4,2898
35,M,161,83,32,27.9,59.8,2,2291
35,M,162,68,25.9,28.7,48.5,4,2626
24,F,164,47,17.5,28.2,33.7,1,1456
21,M,166,79,28.7,34,52.2,1,2073
43,F,154,87,36.7,26.3,64.1,4,2512
22,F,176,66,21.3,34.4,43.3,1,1786
33,F,162,84,32,28,60.5,4,2633
52,M,172,52,17.6,16.6,43.3,3,2077
43,F,170,72,24.9,24.2,54.6,2,1933
35,M,159,65,25.7,30.8,45,2,2026
46,F,152,46,19.9,31.4,31.5,1,1222
